position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
Senior Applied Scientist - Amazon AI,Amazon.com,25883.0,data scientist,New York,NY,True,False,True,True,False,False,True,True,False,False,True,False,True,False,False
Research Analyst,National CineMedia,40.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Research Analyst-Technical,New York University,699.0,data analyst,New York,NY,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False
Borough Planner,DEPARTMENT OF CITY PLANNING,0.0,other role,Brooklyn,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Machine Learning Research Scientist - Text Analytics,Bloomberg,639.0,data scientist,New York,NY,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Bioinformatics Scientist (Statistical Genetics/Genetic Epidemiology),New York Genome Center,6.0,data scientist,New York,NY,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True
"Analyst - Trading, Research",White Bay Group,0.0,data analyst,New York,NY,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False
"Data Manager, Bureau of School Health",DEPT OF HEALTH/MENTAL HYGIENE,8.0,data analyst,Queens,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Senior Analyst, Data and Analysis",DigitasLBi,151.0,data analyst,New York,NY,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Technical Data Analyst - Marketing,HelloFresh,208.0,data analyst,New York,NY,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False
Executive Assistant,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
CVP Data Science - Marketing,New York Life Insurance Co,1677.0,data scientist,New York,NY,True,True,False,False,True,False,True,False,True,True,True,False,True,False,False
Learning and Development Coordinator,Persado,3.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
JP Morgan Chase Institute- Research Analyst for Financial Markets,JP Morgan Chase,20319.0,data analyst,New York,NY,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True
Director of Operational Data Science,NYP/Weill Cornell Medical Center,1107.0,data scientist,New York,NY,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True
TradeOps Analyst - New York,Hudson River Trading,2.0,data analyst,New York,NY,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Scientist I,Mondelez International,2210.0,data scientist,East Hanover,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sales Operations & Enablement Associate,AiCure,2.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
Quantitative Researcher,Thasos Group,0.0,other role,New York,NY,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True
Research Analyst,Milliman,84.0,data analyst,New York,NY,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Research Analyst,The Expert Institute,0.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Data Engineer,Esha IT,0.0,data engineer,New York,NY,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False
Community Manager + Editor,Le CultureClub,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FGP Sec II-Intake/Sched- Center for Men's Health,NYU Langone Health,0.0,other role,New York,NY,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
MTC Technical Architect - Data & AI,Microsoft,4611.0,other role,New York,NY,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False
Software Engineer - Data,Candid Co.,0.0,software engineer,New York,NY,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Histotechnician - IHC,HistoWiz,2.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Analyst - CoinList Capital,Coinlist,0.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Electronic Trader,AllianceBernstein,61.0,other role,New York,NY,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False
Epic HIM Analyst,NYU Langone Health,705.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Environmental Compliance Specialist,DEPARTMENT OF TRANSPORTATION,896.0,other role,Manhattan,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Research Associate,GUTTMACHER,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
POLICY AND OPERATIONS RESEARCH | ANALYST,OFFICE OF MANAGEMENT & BUDGET,7.0,data analyst,Manhattan,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Backend Data Engineer,Tier1 IT,0.0,data engineer,New York,NY,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Prospect Research Analyst,ACLU,70.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Lead Data Scientist, Hedge Fund",Harnham,0.0,data scientist,New York,NY,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True
"Sr Business Analyst, Reporting & Data Analysis (Remote New York)",Allianz Global Corporate & Specialty,458.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CIB Data Analytics - Machine Learning Program Execution Associate,JP Morgan Chase,20319.0,other role,New York,NY,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True
Biotechnology Research Analyst,Tang Capital Management,0.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Director, Data Scientist",KPMG,4491.0,data scientist,New York,NY,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True
BCG Platinion | MAYA Design Human Scientist,The Boston Consulting Group,198.0,data scientist,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AI Research Scientist,"Two Sigma Investments, LLC.",7.0,data scientist,New York,NY,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False
Research Analyst,Vera Institute of Justice,4.0,data analyst,New York,NY,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True
Office Manager,Correlation One,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Program Assistant,Natural Resources Defense Council,13.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Big Data Architect,Scienaptic Systems Inc,0.0,other role,New York,NY,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
"Senior Data Scientist, Ad-Tech",Dailymotion,10.0,data scientist,New York,NY,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
Data Scientist - Actuarial and Product Analytics,New York Life Insurance Co,1677.0,data scientist,New York,NY,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True
Data Engineer,Verisk Maplecroft,0.0,data engineer,Jersey City,NJ,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Research Analyst II,Research Foundation of The City University of New York,70.0,data analyst,New York,NY,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
Data Engineer,Weight Watchers International,332.0,data engineer,New York,NY,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
Machine Learning Engineer,Memorial Sloan Kettering,703.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
"NYC Restaurant Product Data Analyst II, UET",Uber,492.0,data analyst,New York,NY,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Manager, Data Scientist",KPMG,4491.0,data scientist,New York,NY,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True
"Software Engineer, Machine Learning",Google,2473.0,software engineer,New York,NY,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
Research Analyst,Nielsen,1918.0,data analyst,New York,NY,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
OGIQ Research Analyst,Options Group,17.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Epic Clindoc Analyst,NYU Langone Health,705.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Machine Learning Engineer,SKA,6.0,other role,New York,NY,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pathology Case Coordinator,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
Jr. Graph Data Analyst - Corporate - CRM & Analytics,"Jefferies & Company, Inc.",115.0,data analyst,New York,NY,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False
Program Director,NYU Langone Health,705.0,other role,New York,NY,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
Data Science Bell Labs Fall Coop,NOKIA,3372.0,data scientist,Murray Hill,NJ,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Data Engineer,Lancer Insurance Company,0.0,data engineer,Long Beach,NY,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True
Data Scientist / Lead Quantitative Analyst,Guidepoint Global,13.0,data scientist,New York,NY,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
Machine Learning Engineer,Foursquare,7.0,other role,New York,NY,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
Developer II-Information Mgt,NYU Langone Health,705.0,other role,New York,NY,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True
